year,station,streamflow,node,area
2005,03219500,843.9023029439696,9,1469.508
2005,03220000,315.63179487179485,7,463.9194
2005,03221000,1535.938919796013,8,2549.06
2005,03223425,60.845625381768535,12,98.2692
2005,03225500,528.458098748883,11,1019.562
2005,03226800,743.1151957986071,10,1278.311
2005,03227500,2497.5281075842017,6,4205.12
2005,03228300,81.55868908469701,5,262.8486
2005,03228500,302.5445827149218,4,490.9968
2005,03228750,90.00767489448779,3,169.9686
2005,03228805,155.45945945945945,2,325.5012
2005,03229500,784.8347816521834,1,1424.002
2005,03229610,2180.7630922693265,0,5879.026
2006,03219500,675.0781755196305,9,1469.508
2006,03220000,186.59059913935783,7,463.9194
2006,03221000,1106.410997866793,8,2549.06
2006,03223425,49.67236713080996,12,98.2692
2006,03225500,576.5167732686369,11,1019.562
2006,03226800,564.6332662959896,10,1278.311
2006,03227500,2144.3108442570356,6,4205.12
2006,03228300,98.09228537884428,5,262.8486
2006,03228500,170.68528034715084,4,490.9968
2006,03228750,63.78272182972099,3,169.9686
2006,03228805,107.12853817504656,2,325.5012
2006,03229500,505.5789114097017,1,1424.002
2006,03229610,2315.362886597938,0,5879.026
2007,03219500,799.0591614518148,9,1469.508
2007,03220000,258.1486917876815,7,463.9194
2007,03221000,1268.5337253111086,8,2549.06
2007,03223425,49.86954059456201,12,98.2692
2007,03225500,507.11791965888693,11,1019.562
2007,03226800,701.7116327960757,10,1278.311
2007,03227500,2060.0591144517434,6,4205.12
2007,03228300,127.03362415682301,5,262.8486
2007,03228500,247.85055371617764,4,490.9968
2007,03228750,63.28202681593336,3,169.9686
2007,03228805,107.21451079744239,2,325.5012
2007,03229500,581.9764373897707,1,1424.002
2007,03229610,2412.725747960109,0,5879.026
2008,03219500,855.1376087733938,9,1469.508
2008,03220000,254.76133578586834,7,463.9194
2008,03221000,1387.4086665851871,8,2549.06
2008,03223425,51.99169959967975,12,98.2692
2008,03225500,521.7070378586218,11,1019.562
2008,03226800,738.0170120594778,10,1278.311
2008,03227500,2320.5401804796957,6,4205.12
2008,03228300,137.1731857286628,5,262.8486
2008,03228500,291.6275759990892,4,490.9968
2008,03228750,91.1799312809236,3,169.9686
2008,03228805,157.2893406843242,2,325.5012
2008,03229500,722.2183420513986,1,1424.002
2008,03229610,3008.9222776874853,0,5879.026
2009,03219500,350.9099324592769,9,1469.508
2009,03220000,80.01414001972108,7,463.9194
2009,03221000,514.8299735714936,8,2549.06
2009,03223425,24.81459775086505,12,98.2692
2009,03225500,282.4339796092726,11,1019.562
2009,03226800,409.0612708947886,10,1278.311
2009,03227500,1084.773280206258,6,4205.12
2009,03228300,88.17754807520143,5,262.8486
2009,03228500,145.53927046057947,4,490.9968
2009,03228750,51.058533855623956,3,169.9686
2009,03228805,83.35844513429612,2,325.5012
2009,03229500,428.2623075315265,1,1424.002
2009,03229610,1565.4621603549936,0,5879.026
2010,03219500,445.95804416403786,9,1469.508
2010,03220000,177.67525423728813,7,463.9194
2010,03221000,654.784483559893,8,2549.06
2010,03223425,31.976648318042812,12,98.2692
2010,03225500,285.86974442167576,11,1019.562
2010,03226800,521.3390064573877,10,1278.311
2010,03227500,1428.4865780911064,6,4205.12
2010,03228300,77.55557460112117,5,262.8486
2010,03228500,192.24281296529608,4,490.9968
2010,03228750,49.34962344322344,3,169.9686
2010,03228805,33.80892742305926,2,325.5012
2010,03229500,442.95491638246295,1,1424.002
2010,03229610,1927.9575857565135,0,5879.026
2011,03219500,1516.7053437560069,9,1469.508
2011,03220000,486.03116196254285,7,463.9194
2011,03221000,2241.141127467762,8,2549.06
2011,03223425,77.22445362583073,12,98.2692
2011,03225500,776.6728083989501,11,1019.562
2011,03226800,1163.6813556231004,10,1278.311
2011,03227500,4010.1486897444192,6,4205.12
2011,03228300,177.92787933703326,5,262.8486
2011,03228500,355.98510599963964,4,490.9968
2011,03228750,128.61971306837094,3,169.9686
2011,03228805,235.83842639593908,2,325.5012
2011,03229500,1084.0021456804066,1,1424.002
2011,03229610,5114.472652899651,0,5879.026
2012,03219500,512.7361812260091,9,1469.508
2012,03220000,149.20969900439914,7,463.9194
2012,03221000,845.1377648869421,8,2549.06
2012,03223425,45.45338590926287,12,98.2692
2012,03225500,365.65022542625013,11,1019.562
2012,03226800,483.09458385517485,10,1278.311
2012,03227500,1515.6584641223142,6,4205.12
2012,03228300,85.1682738863529,5,262.8486
2012,03228500,205.14314584993738,4,490.9968
2012,03228750,45.991519280951,3,169.9686
2012,03228805,33.849047388195366,2,325.5012
2012,03229500,387.6253180588337,1,1424.002
2012,03229610,1971.2899035963749,0,5879.026
2013,03219500,844.1113538407038,9,1469.508
2013,03220000,267.2049602609727,7,463.9194
2013,03221000,1358.6665201507021,8,2549.06
2013,03223425,79.39438394534585,12,98.2692
2013,03225500,655.4802671537847,11,1019.562
2013,03226800,884.8904157111778,10,1278.311
2013,03227500,2439.5257616435156,6,4205.12
2013,03228300,161.05433630393998,5,262.8486
2013,03228500,250.17912413753777,4,490.9968
2013,03228750,91.53710305318664,3,169.9686
2013,03228805,144.30776819865218,2,325.5012
2013,03229500,655.1043905220477,1,1424.002
2013,03229610,3094.488523627825,0,5879.026
2014,03219500,517.3492766726944,9,1469.508
2014,03220000,214.88615805070793,7,463.9194
2014,03221000,931.3689250225835,8,2549.06
2014,03223425,34.21930001759634,12,98.2692
2014,03225500,396.3852545099391,11,1019.562
2014,03226800,613.6837942004161,10,1278.311
2014,03227500,1699.990866537276,6,4205.12
2014,03228300,136.5085828112231,5,262.8486
2014,03228500,268.7026080988332,4,490.9968
2014,03228750,77.57911006487915,3,169.9686
2014,03228805,115.57528481334553,2,325.5012
2014,03229500,713.6693181068057,1,1424.002
2014,03229610,2523.8908551204477,0,5879.026
2015,03219500,815.0681669394435,9,1469.508
2015,03220000,259.7122064362651,7,463.9194
2015,03221000,1223.9225322378181,8,2549.06
2015,03223425,47.02498050581375,12,98.2692
2015,03225500,469.16928363822876,11,1019.562
2015,03226800,669.3829538442163,10,1278.311
2015,03227500,2108.4565229803025,6,4205.12
2015,03228300,181.24984490990835,5,262.8486
2015,03228500,256.60202158643136,4,490.9968
2015,03228750,148.69916757176105,3,169.9686
2015,03228805,143.557895309547,2,325.5012
2015,03229500,734.0085274404406,1,1424.002
2015,03229610,3007.294784711029,0,5879.026
2016,03219500,440.0239101796407,9,1469.508
2016,03220000,168.78633414969238,7,463.9194
2016,03221000,804.4534556925724,8,2549.06
2016,03223425,38.79053220683914,12,98.2692
2016,03225500,343.341559904426,11,1019.562
2016,03226800,499.6384366382928,10,1278.311
2016,03227500,1511.6598348989467,6,4205.12
2016,03228300,93.70944602838836,5,262.8486
2016,03228500,234.78708021011627,4,490.9968
2016,03228750,60.53113551285251,3,169.9686
2016,03228805,97.7608335801884,2,325.5012
2016,03229500,481.4216278793636,1,1424.002
2016,03229610,2185.7293896606698,0,5879.026
2017,03219500,703.5212673359252,9,1469.508
2017,03220000,258.8776554391462,7,463.9194
2017,03221000,1226.6525913242008,8,2549.06
2017,03223425,51.29540645994074,12,98.2692
2017,03225500,532.3687941051438,11,1019.562
2017,03226800,686.1088617074388,10,1278.311
2017,03227500,2178.177097842219,6,4205.12
2017,03228300,133.36233005170752,5,262.8486
2017,03228500,209.63704038004752,4,490.9968
2017,03228750,98.9048359155244,3,169.9686
2017,03228805,154.80868135897018,2,325.5012
2017,03229500,589.2296068653601,1,1424.002
2017,03229610,2928.0720741333944,0,5879.026
2018,03219500,844.1161517017075,9,1469.508
2018,03220000,358.39549284627094,7,463.9194
2018,03221000,1520.7928175594916,8,2549.06
2018,03223425,57.39249747277821,12,98.2692
2018,03225500,592.537769722571,11,1019.562
2018,03226800,824.7260861807476,10,1278.311
2018,03227500,2653.0890996915555,6,4205.12
2018,03228300,194.53785461317702,5,262.8486
2018,03228500,370.0809969119618,4,490.9968
2018,03228750,106.59237482676522,3,169.9686
2018,03228805,173.01302653172866,2,325.5012
2018,03229500,959.9341996942255,1,1424.002
2018,03229610,4187.985589218965,0,5879.026
2019,03219500,855.0208936540764,9,1469.508
2019,03220000,290.90549051583554,7,463.9194
2019,03221000,1510.14139582288,8,2549.06
2019,03223425,61.70204166018964,12,98.2692
2019,03225500,655.273355788993,11,1019.562
2019,03226800,850.759719922136,10,1278.311
2019,03227500,2620.0662857142856,6,4205.12
2019,03228300,159.67433671673317,5,262.8486
2019,03228500,320.9923020883924,4,490.9968
2019,03228750,140.25814485619216,3,169.9686
2019,03228805,152.17638259708838,2,325.5012
2019,03229500,806.5949362018653,1,1424.002
2019,03229610,3745.5683617757195,0,5879.026
2020,03219500,621.6724133908783,9,1469.508
2020,03220000,229.3181347622848,7,463.9194
2020,03221000,1236.1082716364565,8,2549.06
2020,03223425,51.769391262080404,12,98.2692
2020,03225500,525.0051292269156,11,1019.562
2020,03226800,702.3717864055562,10,1278.311
2020,03227500,1889.2967691149292,6,4205.12
2020,03228300,160.48333171289678,5,262.8486
2020,03228500,263.3771164247082,4,490.9968
2020,03228750,93.04486018565977,3,169.9686
2020,03228805,165.4837530929657,2,325.5012
2020,03229500,738.48639665923,1,1424.002
2020,03229610,3130.0680974941492,0,5879.026
2021,03219500,510.6163941401739,9,1469.508
2021,03220000,191.5434254439923,7,463.9194
2021,03221000,780.0203785110923,8,2549.06
2021,03223425,41.068549552596785,12,98.2692
2021,03225500,431.7749747366618,11,1019.562
2021,03226800,570.314539372105,10,1278.311
2021,03227500,1699.968217798033,6,4205.12
2021,03228300,144.4466539935519,5,262.8486
2021,03228500,229.24213366068116,4,490.9968
2021,03228750,84.02740210069643,3,169.9686
2021,03228805,138.12520572759425,2,325.5012
2021,03229500,586.7005724909258,1,1424.002
2021,03229610,2464.4665620094192,0,5879.026
2022,03219500,637.4553890078515,9,1469.508
2022,03220000,233.35653662836248,7,463.9194
2022,03221000,942.8350758963622,8,2549.06
2022,03223425,49.25445015176278,12,98.2692
2022,03225500,467.2537484636273,11,1019.562
2022,03226800,614.2176062483637,10,1278.311
2022,03227500,1967.9183111519046,6,4205.12
2022,03228300,150.70167313731088,5,262.8486
2022,03228500,328.72933177156244,4,490.9968
2022,03228750,84.71850730361733,3,169.9686
2022,03228805,170.07786813186814,2,325.5012
2022,03229500,757.52566518847,1,1424.002
2022,03229610,2997.9283324277176,0,5879.026
2023,03219500,420.13839520274126,9,1469.508
2023,03220000,152.38164317772504,7,463.9194
2023,03221000,835.3676943745713,8,2549.06
2023,03223425,41.15890926335757,12,98.2692
2023,03225500,385.487569928074,11,1019.562
2023,03226800,507.9257313449892,10,1278.311
2023,03227500,1488.6976576576576,6,4205.12
2023,03228300,117.81733870264299,5,262.8486
2023,03228500,188.94240979675726,4,490.9968
2023,03228750,66.3239747497987,3,169.9686
2023,03228805,114.27738696049326,2,325.5012
2023,03229500,479.9269798580911,1,1424.002
2023,03229610,2124.5068078668683,0,5879.026
2024,03219500,544.0860532653351,9,1469.508
2024,03220000,180.3835112070738,7,463.9194
2024,03221000,1013.28543639399,8,2549.06
2024,03223425,36.505763184148066,12,98.2692
2024,03225500,420.40778940353215,11,1019.562
2024,03226800,623.5019978969506,10,1278.311
2024,03227500,1603.6778214785681,6,4205.12
2024,03228300,117.91719022206921,5,262.8486
2024,03228500,252.79256272700007,4,490.9968
2024,03228750,72.787176401829,3,169.9686
2024,03228805,119.66598510766754,2,325.5012
2024,03229500,498.48624328024306,1,1424.002
2024,03229610,2386.842354352753,0,5879.026
